Project,Bug ID,Severity Label,Resolution Status,Short Description
Core,354378,normal,FIXED,Update NSS used by PSM to NSS_3_11_20060926_TAG
CDT,322129,normal,FIXED,"""Unknown Hyperlink"" if more than hyperlink available"
Platform,266170,normal,FIXED,Default buttons not showing up
Core,462983,normal,FIXED,always calculate extra states
Core,341430,normal,FIXED,Leak when gmail up
Thunderbird,515914,normal,FIXED,Small icons for Reply and Reply to All are switched
Firefox,815691,normal,FIXED,The panel's context menu doesn't change after clicking on a different item
Core,523994,normal,FIXED,Clean up control flow in XPCConvert::NativeInterface2JSObject
Platform,220535,normal,FIXED,colored labels preferences
Firefox,617511,normal,FIXED,bug fix for test breakage by 594644
Firefox,347548,normal,FIXED,bookmark folder icon too far to the right
Core,403662,normal,FIXED,Crash in nsDOMUIEvent on toolbar customize
Firefox,659910,normal,FIXED,Evaluating console.log or other API messages in Scratchpad presents wrong source link in web console
JDT,253750,normal,FIXED,Compiler warning about never used imports when import is enum used in JavaDoc
Core,463153,normal,FIXED,TM: Read barrier for global object properties
Firefox,396635,normal,FIXED,"""Launch Application"" dialog clips buttons on bottom"
Core,648581,normal,FIXED,"If DLL blocklisting hook fails, annotate crash reports"
Core,792675,normal,FIXED,Implement createObjectURL for MediaStreams
Core,485881,normal,FIXED,test_bug409380.html has unbound variable r
Bugzilla,621108,normal,FIXED,[SECURITY] Creating/editing charts lacks CSRF protection
Core,574924,normal,FIXED,TM: implement cross-origin and x-ray wrappers
Platform,126508,normal,FIXED,[CommonNavigator] Support overriding an existing extension 
Firefox,355687,normal,FIXED,MediaWrap extension not available/working for firefox 2
Platform,134564,normal,FIXED,[Commit] Commit consults model provider after wizard
Platform,173888,normal,FIXED,[Snippets] CTabFolder doesn't minimize from maximized state
Core,695907,normal,FIXED,Use qualified C++ definitions in js/src/frontend instead of wrapping whole .cpp files in namespace js {...}
Core,606817,normal,FIXED,Add a L10N note in dom.properties about the 256 max characters for strings related to form validation
CDT,341682,normal,FIXED,Duplicate string ID found in ORG.ECLIPSE.CDT.DEBUG.UI.MEMORY.MEMORYBROWSER
Platform,188884,normal,FIXED,Screen shots in Team's sections of Workbench User Guide need to updated
JDT,190268,normal,FIXED,Need to perform a validateEdit() before setting encoding
Firefox,822097,normal,FIXED,Bad paths in devtools
Core,325279,normal,FIXED,Firefox 1.6a1 crash on exit (extension related)
Core,400539,normal,FIXED,onClick in table row alters table hierarchy
Platform,130614,normal,FIXED,NPE with a background image in a non-virtual Table
Core,455598,normal,FIXED,nsICookieManager2.cookieExists incorrectly assumes a nsCookie param
Platform,244472,normal,FIXED,Text does not WRAP on RHEL3
Thunderbird,497895,normal,FIXED,"ugly iframe under feed messages viewed as ""summary"" (gnomestripe css change forgotten)"
Platform,318912,normal,FIXED,Please relax lucene dependency
Core,697297,normal,FIXED,"Remove TOK_UNARYOP, split it up into multiple token kinds"
Platform,262984,normal,FIXED,"SetThemeCursor() sometimes checks PTR_SIZEOF, sometimes doesn't"
Core,711297,normal,FIXED,Report startup cache age via telemetry
Core,549806,normal,FIXED,"disentangle cycle collector and JS GC, if feasible"
Core,771056,normal,FIXED,Profile dump (temporary) path should not be hardcoded
Core,329758,normal,FIXED,changing markers via DOM does not cause a refresh
Core,523575,normal,FIXED,random mochitest crash in content/media/test/test_playback_errors.html
Core,441780,normal,FIXED,SVG radialGradient won't be rendered correct when focus point is moved (outside the radius)
Platform,201564,normal,FIXED,Problem in performance results generation since 3.3 maintenance
Core,474937,normal,FIXED,Playing Theora videos using video element causes crashes on non-SSE enabled machines
Platform,178874,normal,FIXED,Test failure against CVS 1.11.22
Core,781384,normal,FIXED,Allow web app script to exit fullscreen
Core,368663,normal,FIXED,label should be placed after checkbox for boolean input
Firefox,703174,normal,FIXED,browser_drag_bookmarks_on_toolbar.js calls finish() more than once
Core,607145,normal,FIXED,"form.action, button.formAction and input.formAction should be reflected as URL"
Firefox,663081,normal,FIXED,GCLI should have tests for sub-sub-commands
Platform,127137,normal,FIXED,Installing new feature from update site resets workbench layout
Core,765620,normal,FIXED,"XMLHttpRequest hangs (in pseudo-timeout) with responseType = ""document"" and certain HTML (DOM) structure"
Core,691690,normal,FIXED,Can't copy the multibyte character correctly from the location bar
Firefox,399264,normal,FIXED,stop hard coding folder roots in place: urls
Thunderbird,700536,normal,FIXED,"Account provisioner polish, and x.browser bug in uriListener.js"
Core,370642,normal,FIXED,Remove use of views from layout/inspector
JDT,136670,normal,FIXED,StandardSourcePathProvider causes expensive JAR verification
Core,706849,normal,FIXED,create accessible by tag name as fallback if table descendant style is used out of table context
Core,526996,normal,FIXED,access nsIDOMFileInternal in xpcom extension
Core,576086,normal,FIXED,Remove sizeInBytes from WebGL
Core,680440,normal,FIXED,Clean up jemalloc linkage
Core,590026,normal,FIXED,Geolocation requests should disconnect their timer on shutdown
Platform,173448,normal,FIXED,Convert search fields to use SWT.SEARCH style
CDT,137138,normal,FIXED,Common source containers get disposed
Core,669617,normal,FIXED,crash (SIGSEGV) in JS_ON_TRACE during test_precisegc.xul
JDT,317046,normal,FIXED,Exception during debugging when hover mouse over a field
Platform,152794,normal,FIXED,ConcurrentModificationException disposing consoles from Ant UI test suite
Core,336652,normal,FIXED,Simplify paint servers tracking bug
JDT,160992,normal,FIXED,make resolution of test JUnit launch config test types extensible
Firefox,595965,normal,FIXED,App tabs bleed out of the group box
Core,683862,normal,FIXED,Using JSGCTraceKind in the public API
Core,339726,normal,FIXED,Internal-API getter_Copies should work with nsString
Core,391100,normal,FIXED,Http auth prompt from other tabs displays over current tab
Thunderbird,520272,normal,FIXED,Optimize perceived speed of switching IMAP folders
Core,535887,normal,FIXED,"Crash on 10.5.2 mozilla-central leak test build tinderbox, with ""ASSERTION: This is unsafe!: 'Error'"""
Platform,133267,normal,FIXED,Revision hover has wrong border
Core,405695,normal,FIXED,offline cache owner domain should be asciiHost
Core,746920,normal,FIXED,Uninitialised value use in nsDiskCacheMap::FlushRecords
Core,391470,normal,FIXED,"setTimeout(""setTimeout(test, 1000);"", 2000) is no longer working"
Platform,302529,normal,FIXED,Show Eclipse IDE progress in the Eclipse icon on the Windows 7 Task Bar
Core,822042,normal,FIXED,IonMonkey: the spewer will occasionally spew uninitialized memory
Core,557620,normal,FIXED,"Implement <input type=""telephone"">"
Core,712594,normal,FIXED,libffi fails to build on mingw-w64
Firefox,699240,normal,FIXED,Ctrl+F4 should not close App Tabs
JDT,295204,normal,FIXED,"""Preferences..."" menu item in Java editor does not have accelerator added to it."
Core,583219,normal,FIXED,"Transitions ""stuck"" if done during page load or page zoom"
Platform,341804,normal,FIXED,Unclear javadoc reference to 'AccessibleAttribute'
Platform,187564,normal,FIXED,Need to update documentation for trim changes
Core,817179,normal,FIXED,Potential OOB read on Opus packets with a very large amount of padding
Core,467146,normal,FIXED,font-size text attribute should be exposed in pt units
Thunderbird,527467,normal,FIXED,"Implement Ctrl+[Shift]+D for ""Get [All] Messages"" (""Download messages"", instead of Ctrl+T keyboard shortcut now needed for ""New Tab"", bug 458069)"
Platform,199252,normal,FIXED,TextContentDescriber.getByteOrder is not properly implemented
Firefox,350525,normal,FIXED,New session restore API needs accompanying unit tests
Core,500673,normal,FIXED,Gecko handles output incorrectly
Platform,167954,normal,FIXED,3.2.2 plugins that need to have version numbers updated
JDT,206935,normal,FIXED,Generate Constructor from Fields action fails for final fields
Platform,278057,normal,FIXED,Increase max heap size for performance tests
JDT,298951,normal,FIXED,[performance] OpenTypePerfTest#testWarmException() perf tests results are not reliable
JDT,295230,normal,FIXED,[JUnit] Opening JUnit view loads preference page class
Core,776672,normal,FIXED,Check capabilites for app management
Core,339488,normal,FIXED,Coverity complains that the wrong variable is null checked
Firefox,759010,normal,FIXED,"providers from origins with invalid, expired or missing certificates still get installed."
Core,780077,normal,FIXED,_MSVS_VERSION should be 2012 when using VS2012
Platform,235929,normal,FIXED,upgrade to Orbit build for RC4
Core,328433,normal,FIXED,Remove empty destructors from svg/content
Platform,293092,normal,FIXED,thread dump from stalled swt tests on N20091021-2000
Thunderbird,472988,normal,FIXED,thread pane loses saved search's location column when switching tab s
Core,448375,normal,FIXED,New libdbus-glib-1.so.2 in nightlies
Core,717762,normal,FIXED,Make js_memcpy for bounds checking
Firefox,349318,normal,FIXED,"""Live Bookmarks"" hard-coded in subscribe.xhtml"
Platform,286858,normal,FIXED,change director call to use pde build's runDirector task
Platform,276859,normal,FIXED,[block selection] IAE in DefaultDocumentAdapter.getLine(..) on Backspace after Select All
Core,482057,normal,FIXED,"When the Ctrl+F Find bar is enabled and the Find text box is focused, smooth scrolling does not work"
JDT,250056,normal,FIXED,"Another assert and ""Redundant null check"""
Core,705796,normal,FIXED,telemetry: gather stats on how often disk cache is corrupt.
Core,569242,normal,FIXED,Full screen video is not hardware accelerated
Core,394802,normal,FIXED,js_TraceScopeProperty should mark sprop only with gc marking tracer
Core,651298,normal,FIXED,Assertion failure: hookPrincipals == compPrincipals ... at jsobjinlines.h:877
Core,763773,normal,FIXED,Is WrapperIsNotMainThreadOnly obsolete?
Core,357958,normal,FIXED,http://my.qj.net/ gives a Content Encoding Error on trunk
Thunderbird,540259,normal,FIXED,Don't set XPCOM_DEBUG_BREAK=stack in runtest.py if it is already set to something else
JDT,200951,normal,FIXED,[clean up] removing parentheses yields syntax error
Core,372708,normal,FIXED,add implementation skeleton of IAccessible2
Core,725750,normal,FIXED,Restore auto-Mozilla network joining hack
Firefox,349809,normal,FIXED,add random intervals to update requests
Core,606983,normal,FIXED,[D2D] Verify surface devices match
Firefox,392401,normal,FIXED,EXPIRE_HISTORY expiration policy should be disallowed for item annotations
Platform,161378,normal,FIXED,IProject.getNature() throws ResourceException
JDT,194220,normal,FIXED,Convert Member Type to Top Level throw InvocationTargetException
Core,667387,normal,FIXED,nshttppipeline::taketransport
Platform,211885,normal,FIXED,ScrolledComposite control's setOrigin method not the same as moving scroll bar on Windows
CDT,252969,normal,FIXED,ManagedBuilder Tests DefaultFortranDependencyCalculator doesn't close input streams
Firefox,458111,normal,FIXED,Remove Mac-specific tabbrowser-tab binding
Core,709519,normal,FIXED,Remove unused 1-argument nsRenderingContext::DrawEllipse
CDT,280934,normal,FIXED,Unhandled event loop exception (Java heap space) during content assist
Core,812817,normal,FIXED,"""ASSERTION: Invalid display item type!"" with Ctrl+Tab preview of about:memory"
Core,389398,normal,FIXED,"Whilst rendering, some pages grow areas of white space"
Firefox,725234,normal,FIXED,GCLI needs minor refactoring with the incremental UX improvements
Bugzilla,455814,normal,FIXED,token.cgi should reject password change requests for disabled accounts
Platform,248796,normal,FIXED,[DND] Cannot drag and drop files between Cocoa and Carbon apps
Core,386382,normal,FIXED,1.8 branch shutdown crash after using accessibility api (testcase from bug 377470)
Core,360974,normal,FIXED,xsi:type value with no prefix handled incorrectly
CDT,163602,normal,FIXED,Modules View does not compile with Eclipse 3.3M3
Core,565475,normal,FIXED,Allow 3rd party cookies for session only
Core,592366,normal,FIXED,Parser-inserted scipts should use the script loader of the parser's document--not the script's document
Core,350748,normal,FIXED,change nsIParserService to use nsStringGlue
Core,743612,normal,FIXED,Gonk fallback rendering path is broken
Core,613118,normal,FIXED,WM_SYSCOMMAND doesn't properly filter wParam
Firefox,589445,normal,FIXED,Intermittent timeout in browser_463205.js followed by unexpected tab warnings
Core,717190,normal,FIXED,IndexedDB: follow-up of accessing IndexedDB API from chrome
Platform,225263,normal,FIXED,Opening a fast view crashes Eclipse
Core,719983,normal,FIXED,Replace uses of nsUXThemeData::sIsVistaOrLater with WinUtils version routines
Platform,315522,normal,FIXED,[Progress] [Doc] screen snaps for new progress artwork
Core,698823,normal,FIXED,Introduce content navigation API
Core,552586,normal,FIXED,split JSVAL_SPECIAL into TT_SPECIAL and TT_VOID
Core,607774,normal,FIXED,Implement the spec on Renderbuffers and Framebuffers
